time,voltage,lowess
0.005,0.65,3.6711615395597086
0.01,0.65,3.6363278056301938
0.015,3.89,3.6043232709732504
0.02,3.89,3.575452008130447
0.025,3.27,3.549471546874828
0.030000000000000002,3.27,3.5255685484843498
0.035,3.61,3.5030822863804554
0.04,3.61,3.4816880962359416
0.045,2.86,3.461086335844991
0.049999999999999996,2.86,3.4411677743983513
0.05499999999999999,3.6,3.435626650257078
0.05999999999999999,3.6,3.438334602941199
0.06499999999999999,3.91,3.445178563004016
0.06999999999999999,3.91,3.451470896612677
0.075,2.32,3.455935782525323
0.08,2.32,3.4594873303312714
0.085,3.74,3.4615712503328995
0.09000000000000001,3.74,3.4593154586995447
0.09500000000000001,3.61,3.4518923655194707
0.10000000000000002,3.61,3.444254219574623
0.10500000000000002,3.02,3.440637227332398
0.11000000000000003,3.02,3.4388691997597456
0.11500000000000003,3.6,3.4359193229183154
0.12000000000000004,3.6,3.4305956493640473
0.12500000000000003,3.36,3.4254407760945007
0.13000000000000003,3.36,3.425550768393065
0.13500000000000004,3.73,3.4307240195431077
0.14000000000000004,3.73,3.4356741669422277
0.14500000000000005,2.94,3.437455113051027
0.15000000000000005,2.94,3.4366777092263505
0.15500000000000005,3.64,3.4364057557023893
0.16000000000000006,3.64,3.439431855309739
0.16500000000000006,3.71,3.442368560898146
0.17000000000000007,3.71,3.4414032199224653
0.17500000000000007,2.35,3.439233531029429
0.18000000000000008,2.35,3.4396328777457823
0.18500000000000008,3.78,3.4421708571750007
0.19000000000000009,3.78,3.4434829101291347
0.1950000000000001,3.62,3.442362654788897
0.2000000000000001,3.62,3.4424122155948456
0.2050000000000001,2.86,3.4447784766871195
0.2100000000000001,2.86,3.4444459920556807
0.2150000000000001,3.84,3.438186876930685
0.2200000000000001,3.84,3.428324944072342
0.22500000000000012,3.3,3.42150585660087
0.23000000000000012,3.3,3.423800434412743
0.23500000000000013,3.7,3.4332318810737648
0.24000000000000013,3.7,3.4424845872000978
0.24500000000000013,2.64,3.44762862359919
0.2500000000000001,2.64,3.4480380055804747
0.2550000000000001,3.68,3.443116965298426
0.2600000000000001,3.68,3.436004611636873
0.2650000000000001,3.89,3.431587407700737
0.27000000000000013,3.89,3.430833756946927
0.27500000000000013,2.36,3.4324467856492933
0.28000000000000014,2.36,3.436082691658057
0.28500000000000014,3.85,3.4417986349243934
0.29000000000000015,3.85,3.4466511979718213
0.29500000000000015,3.2,3.4482797771996156
0.30000000000000016,3.2,3.451007477366984
0.30500000000000016,3.36,3.459757912976963
0.31000000000000016,3.36,3.4717856097824478
0.31500000000000017,3.51,3.481312323119145
0.3200000000000002,3.51,3.486069495780135
0.3250000000000002,3.7,3.4902655178270345
0.3300000000000002,3.7,3.4994473395173284
0.3350000000000002,3.79,3.5097303544279086
0.3400000000000002,3.79,3.5123406844674334
0.3450000000000002,2.51,3.505269492011032
0.3500000000000002,2.51,3.492077981853845
0.3550000000000002,3.74,3.475137371082137
0.3600000000000002,3.74,3.4563642955080107
0.3650000000000002,3.73,3.4388159276636934
0.3700000000000002,3.73,3.4256738657222647
0.3750000000000002,2.56,3.419029760669167
0.3800000000000002,2.56,3.4175118036684755
0.38500000000000023,3.79,3.418157849762092
0.39000000000000024,3.79,3.4181033991823826
0.39500000000000024,3.25,3.417607640697863
0.40000000000000024,3.25,3.422156497197505
0.40500000000000025,3.42,3.4347058968403252
0.41000000000000025,3.42,3.45034335210223
0.41500000000000026,3.43,3.4626894273230904
0.42000000000000026,3.43,3.469993917802739
0.42500000000000027,3.54,3.4770942877687503
0.43000000000000027,3.54,3.48959145148907
0.4350000000000003,3.88,3.503894885293312
0.4400000000000003,3.88,3.5122254948844596
0.4450000000000003,2.44,3.5133209128995295
0.4500000000000003,2.44,3.510476487182346
0.4550000000000003,3.74,3.504512961346152
0.4600000000000003,3.74,3.495812966557531
0.4650000000000003,3.83,3.487177283723953
0.4700000000000003,3.83,3.480926483179474
0.4750000000000003,2.43,3.475957016693181
0.4800000000000003,2.43,3.469807112858146
0.4850000000000003,3.87,3.4617070214324976
