time,voltage,lowess
0.005,0.0,0.15637928045750202
0.01,0.0,0.15888377297645342
0.015,0.32,0.16117539059417457
0.02,0.32,0.16330742237525295
0.025,0.1,0.16531297475450216
0.030000000000000002,0.1,0.16719857101026736
0.035,0.2,0.1689755070263395
0.04,0.2,0.17066544551681354
0.045,0.31,0.1722860489611283
0.049999999999999996,0.31,0.17384090315162734
0.05499999999999999,0.04,0.17529385144051943
0.05999999999999999,0.04,0.17655016304268073
0.06499999999999999,0.25,0.17746713993594448
0.06999999999999999,0.25,0.17778038797075912
0.075,0.2,0.1768557156872094
0.08,0.2,0.17405156839748534
0.085,0.15,0.17133007035404324
0.09000000000000001,0.15,0.16882348808745765
0.09500000000000001,0.21,0.16615763017149357
0.10000000000000002,0.21,0.16305592850661974
0.10500000000000002,0.13,0.1596159408714866
0.11000000000000003,0.13,0.15605683315799437
0.11500000000000003,0.07,0.15248247758068964
0.12000000000000004,0.07,0.14885163767127904
0.12500000000000003,0.23,0.1450248480496742
0.13000000000000003,0.23,0.14099377736236585
0.13500000000000004,0.08,0.137072628421598
0.14000000000000004,0.08,0.13363648066240386
0.14500000000000005,0.23,0.13081352571651886
0.15000000000000005,0.23,0.12854519299380024
0.15500000000000005,0.05,0.12672827384219312
0.16000000000000006,0.05,0.1253533750009873
0.16500000000000006,0.09,0.12453247171895536
0.17000000000000007,0.09,0.12439850225659045
0.17500000000000007,0.15,0.12496103226327708
0.18000000000000008,0.15,0.12610758243424355
0.18500000000000008,0.11,0.12775097835368776
0.19000000000000009,0.11,0.12985283302867456
0.1950000000000001,0.07,0.13244873101843443
0.2000000000000001,0.07,0.1355371304614047
0.2050000000000001,0.18,0.13893821065061993
0.2100000000000001,0.18,0.14242881401150478
0.2150000000000001,0.09,0.145927403664677
0.2200000000000001,0.09,0.14943979930107487
0.22500000000000012,0.2,0.1529121192360575
0.23000000000000012,0.2,0.15642612138358933
0.23500000000000013,0.24,0.1602274899790901
0.24000000000000013,0.24,0.16435415855718932
0.24500000000000013,0.15,0.16864436238472547
0.2500000000000001,0.15,0.17297721635730545
0.2550000000000001,0.16,0.17716468144868056
0.2600000000000001,0.16,0.18078445649239241
0.2650000000000001,0.19,0.18340931090279786
0.27000000000000013,0.19,0.1847822706301263
0.27500000000000013,0.11,0.1848714020341487
0.28000000000000014,0.11,0.1838428207075664
0.28500000000000014,0.24,0.18191638920650122
0.29000000000000015,0.24,0.17935442695155931
0.29500000000000015,0.26,0.17653170826866751
0.30000000000000016,0.26,0.1738834104342744
0.30500000000000016,0.14,0.1716395040487647
0.31000000000000016,0.14,0.16976137597873878
0.31500000000000017,0.28,0.1680162908715995
0.3200000000000002,0.28,0.16604507121859194
0.3250000000000002,0.06,0.16356070746495763
0.3300000000000002,0.06,0.16049142671451408
0.3350000000000002,0.1,0.15690675492082554
0.3400000000000002,0.1,0.15282513991660773
0.3450000000000002,0.17,0.14826367885057515
0.3500000000000002,0.17,0.14337763568608344
0.3550000000000002,0.09,0.1385508864072345
0.3600000000000002,0.09,0.1343940112409203
0.3650000000000002,0.21,0.13139198825992163
0.3700000000000002,0.21,0.12970625549275713
0.3750000000000002,0.14,0.12924133767255616
0.3800000000000002,0.14,0.12987432543715574
0.38500000000000023,0.05,0.13149496480403713
0.39000000000000024,0.05,0.1337275231058761
0.39500000000000024,0.19,0.13594216159981226
0.40000000000000024,0.19,0.1375461895474597
0.40500000000000025,0.06,0.1383266238230494
0.41000000000000025,0.06,0.138459787615137
0.41500000000000026,0.07,0.1383201996281673
0.42000000000000026,0.07,0.13837118967410966
0.42500000000000027,0.28,0.13894951509638173
0.43000000000000027,0.28,0.14008659044225813
0.4350000000000003,0.13,0.141739004904264
0.4400000000000003,0.13,0.1440877682708861
0.4450000000000003,0.21,0.14727328637837567
0.4500000000000003,0.21,0.1512729169670893
0.4550000000000003,0.12,0.1559176451454427
0.4600000000000003,0.12,0.1607639554782114
0.4650000000000003,0.03,0.16539222368475145
0.4700000000000003,0.03,0.1696239961848673
0.4750000000000003,0.21,0.17335709097118338
0.4800000000000003,0.21,0.17655238008717838
0.4850000000000003,0.24,0.17941761007677173
0.4900000000000003,0.24,0.1824493906990151
0.49500000000000033,0.03,0.18616158327428642
0.5000000000000003,0.03,0.19080691503886843
0.5050000000000003,0.38,0.19623340211497609
0.5100000000000003,0.38,0.20198330209812196
0.5150000000000003,0.26,0.2075569917537445
0.5200000000000004,0.26,0.2124863796717537
0.5250000000000004,0.1,0.21631348610200543
0.5300000000000004,0.1,0.21877729133640536
0.5350000000000004,0.29,0.21993001847794838
0.5400000000000004,0.29,0.2199471108674412
0.5450000000000004,0.16,0.21915239633436226
0.5500000000000004,0.16,0.21806063512075027
0.5550000000000004,0.32,0.21706005284215144
0.5600000000000004,0.32,0.21631404928235312
0.5650000000000004,0.28,0.21579991302058366
0.5700000000000004,0.28,0.21540648095925433
0.5750000000000004,0.08,0.21519247485266474
0.5800000000000004,0.08,0.21527788008159168
0.5850000000000004,0.2,0.21544505790046828
0.5900000000000004,0.2,0.2152310662887983
0.5950000000000004,0.23,0.21427324937409445
0.6000000000000004,0.23,0.2124575785378309
0.6050000000000004,0.13,0.21002754807556864
0.6100000000000004,0.13,0.20743660798139385
0.6150000000000004,0.36,0.20500636314131032
0.6200000000000004,0.36,0.2028426101052368
0.6250000000000004,0.21,0.20100266062510164
0.6300000000000004,0.21,0.19950705970543803
0.6350000000000005,0.12,0.19819683755777737
0.6400000000000005,0.12,0.19693651818792524
0.6450000000000005,0.32,0.19569587137227845
0.6500000000000005,0.32,0.1945177689149271
0.6550000000000005,0.1,0.19361640874413374
0.6600000000000005,0.1,0.19326860565875856
0.6650000000000005,0.13,0.19362664662068688
0.6700000000000005,0.13,0.19464595252272487
0.6750000000000005,0.26,0.19614789681635783
0.6800000000000005,0.26,0.19785241025984773
0.6850000000000005,0.06,0.19956695354544915
0.6900000000000005,0.06,0.20123899327549122
0.6950000000000005,0.22,0.20274311205267076
0.7000000000000005,0.22,0.2040088750350416
0.7050000000000005,0.28,0.20512368424461183
0.7100000000000005,0.28,0.2061605201836168
