time,voltage,lowess
0.005,1.39,0.536545114514754
0.01,1.39,0.5329488449877141
0.015,0.62,0.5298971922853618
0.02,0.62,0.5274200663289689
0.025,0.38,0.5253715992890066
0.030000000000000002,0.38,0.5234475656390538
0.035,0.56,0.5214773640513862
0.04,0.56,0.5195171012531175
0.045,0.5,0.5177465619037618
0.049999999999999996,0.5,0.5165786498306761
0.05499999999999999,0.5,0.5187437941303359
0.05999999999999999,0.5,0.5212263733331758
0.06499999999999999,0.58,0.5234669387341756
0.06999999999999999,0.58,0.5247802361225818
0.075,0.46,0.5255191488058703
0.08,0.46,0.526861926900239
0.085,0.64,0.5284968737094566
0.09000000000000001,0.64,0.5292132680004888
0.09500000000000001,0.44,0.5289930804108531
0.10000000000000002,0.44,0.5285531513106256
0.10500000000000002,0.51,0.5284181393599207
0.11000000000000003,0.51,0.528919086988072
0.11500000000000003,0.65,0.5300883287057544
0.12000000000000004,0.65,0.5315632649467563
0.12500000000000003,0.37,0.5331500429579336
0.13000000000000003,0.37,0.5351102967049269
0.13500000000000004,0.62,0.5372410269433222
0.14000000000000004,0.62,0.5386530972523855
0.14500000000000005,0.54,0.5394864814735484
0.15000000000000005,0.54,0.5410200233263506
0.15500000000000005,0.53,0.5436339940956398
0.16000000000000006,0.53,0.5466537330085052
0.16500000000000006,0.57,0.5489904355389725
0.17000000000000007,0.57,0.5495759586108088
0.17500000000000007,0.47,0.5492549906140792
0.18000000000000008,0.47,0.5501399475798101
0.18500000000000008,0.7,0.5524108381995984
0.19000000000000009,0.7,0.5546001181428992
0.1950000000000001,0.47,0.5559702797355505
0.2000000000000001,0.47,0.5567012722164459
0.2050000000000001,0.51,0.5573972219530212
0.2100000000000001,0.51,0.5583946696249942
0.2150000000000001,0.75,0.5591311288406144
0.2200000000000001,0.75,0.5591014052414152
0.22500000000000012,0.4,0.5588177743662601
0.23000000000000012,0.4,0.559273326466422
0.23500000000000013,0.6,0.5604996495091108
0.24000000000000013,0.6,0.5611203391760677
0.24500000000000013,0.61,0.5603191456964309
0.2500000000000001,0.61,0.5589412355788393
0.2550000000000001,0.48,0.5578603241457537
0.2600000000000001,0.48,0.5573174944329925
0.2650000000000001,0.63,0.5567941638397217
0.27000000000000013,0.63,0.5550788131129133
0.27500000000000013,0.49,0.5525525896559637
0.28000000000000014,0.49,0.5511838759131157
0.28500000000000014,0.62,0.5514093527157768
0.29000000000000015,0.62,0.5520526324311997
0.29500000000000015,0.5,0.5522981136132189
0.30000000000000016,0.5,0.5518771095564471
0.30500000000000016,0.48,0.5512851650069941
0.31000000000000016,0.48,0.5514383691373069
0.31500000000000017,0.76,0.5521901962477462
